Date,Player,Country,Points
1998-04,Mohammad Azharuddin,India,760
1998-04,Nathan Astle,New Zealand,740
1998-04,Sachin Tendulkar,India,790
1998-04,Saeed Anwar,Pakistan,780
1998-04,Sanath Jayasuriya,Sri Lanka,815
1998-04,Sourav Ganguly,India,743
1998-05,Aravinda De Silva,Sri Lanka,765
1998-05,Arjuna Ranatunga,Sri Lanka,734
1998-05,Brian Lara,West Indies,892
1998-05,Carl Hooper,West Indies,743
1998-05,Gary Kirsten,South Africa,813
1998-05,Hansie Cronje,South Africa,766
1998-05,Jacques Kallis,South Africa,738
1998-05,Mark Waugh,Australia,774
1998-05,Michael Bevan,Australia,872
1998-05,Mohammad Azharuddin,India,743
1998-05,Nathan Astle,New Zealand,726
1998-05,Sachin Tendulkar,India,846
1998-05,Saeed Anwar,Pakistan,757
1998-05,Sanath Jayasuriya,Sri Lanka,791
1998-05,Sourav Ganguly,India,749
1998-06,Aravinda De Silva,Sri Lanka,765
1998-06,Arjuna Ranatunga,Sri Lanka,734
1998-06,Brian Lara,West Indies,892
1998-06,Carl Hooper,West Indies,743
1998-06,Gary Kirsten,South Africa,786
1998-06,Hansie Cronje,South Africa,770
1998-06,Jacques Kallis,South Africa,722
1998-06,Mark Waugh,Australia,774
1998-06,Michael Bevan,Australia,872
1998-06,Mohammad Azharuddin,India,725
1998-06,Nathan Astle,New Zealand,726
1998-06,Ricky Ponting,Australia,724
1998-06,Sachin Tendulkar,India,834
1998-06,Saeed Anwar,Pakistan,757
1998-06,Sanath Jayasuriya,Sri Lanka,791
1998-07,Aravinda De Silva,Sri Lanka,791
1998-07,Arjuna Ranatunga,Sri Lanka,720
1998-07,Brian Lara,West Indies,892
1998-07,Carl Hooper,West Indies,743
1998-07,Gary Kirsten,South Africa,786
1998-07,Hansie Cronje,South Africa,770
1998-07,Jacques Kallis,South Africa,722
1998-07,Mark Waugh,Australia,774
1998-07,Michael Bevan,Australia,872
1998-07,Mohammad Azharuddin,India,729
1998-07,Nathan Astle,New Zealand,739
1998-07,Ricky Ponting,Australia,724
1998-07,Sachin Tendulkar,India,842
1998-07,Saeed Anwar,Pakistan,757
1998-07,Sanath Jayasuriya,Sri Lanka,788
1998-08,Aravinda De Silva,Sri Lanka,809
1998-08,Arjuna Ranatunga,Sri Lanka,736
1998-08,Brian Lara,West Indies,892
1998-08,Carl Hooper,West Indies,743
1998-08,Gary Kirsten,South Africa,786
1998-08,Hansie Cronje,South Africa,770
1998-08,Jacques Kallis,South Africa,722
1998-08,Mark Waugh,Australia,774
1998-08,Michael Bevan,Australia,872
1998-08,Nathan Astle,New Zealand,747
1998-08,Ricky Ponting,Australia,724
1998-08,Sachin Tendulkar,India,860
1998-08,Saeed Anwar,Pakistan,757
1998-08,Sanath Jayasuriya,Sri Lanka,781
1998-08,Sourav Ganguly,India,735
1998-09,Aravinda De Silva,Sri Lanka,801
1998-09,Arjuna Ranatunga,Sri Lanka,731
1998-09,Brian Lara,West Indies,892
1998-09,Carl Hooper,West Indies,743
1998-09,Gary Kirsten,South Africa,758
1998-09,Hansie Cronje,South Africa,760
1998-09,Mark Waugh,Australia,774
1998-09,Michael Bevan,Australia,872
1998-09,Nathan Astle,New Zealand,747
1998-09,Nick Knight,England,726
1998-09,Ricky Ponting,Australia,724
1998-09,Sachin Tendulkar,India,860
1998-09,Saeed Anwar,Pakistan,757
1998-09,Sanath Jayasuriya,Sri Lanka,760
1998-09,Sourav Ganguly,India,735
1998-10,Aravinda De Silva,Sri Lanka,801
1998-10,Arjuna Ranatunga,Sri Lanka,731
1998-10,Brian Lara,West Indies,892
1998-10,Carl Hooper,West Indies,743
1998-10,Gary Kirsten,South Africa,758
1998-10,Hansie Cronje,South Africa,760
1998-10,Mark Waugh,Australia,774
1998-10,Michael Bevan,Australia,872
1998-10,Nathan Astle,New Zealand,747
1998-10,Nick Knight,England,726
1998-10,Ricky Ponting,Australia,724
1998-10,Sachin Tendulkar,India,858
1998-10,Saeed Anwar,Pakistan,762
1998-10,Sanath Jayasuriya,Sri Lanka,760
1998-10,Sourav Ganguly,India,720
1998-11,Aravinda De Silva,Sri Lanka,782
1998-11,Arjuna Ranatunga,Sri Lanka,742
1998-11,Brian Lara,West Indies,886
1998-11,Carl Hooper,West Indies,728
1998-11,Gary Kirsten,South Africa,747
1998-11,Hansie Cronje,South Africa,771
1998-11,Jacques Kallis,South Africa,729
1998-11,Mark Waugh,Australia,783
1998-11,Michael Bevan,Australia,860
1998-11,Nathan Astle,New Zealand,723
1998-11,Nick Knight,England,724
1998-11,Ricky Ponting,Australia,722
1998-11,Sachin Tendulkar,India,870
1998-11,Saeed Anwar,Pakistan,758
1998-11,Sanath Jayasuriya,Sri Lanka,742
1998-12,Aravinda De Silva,Sri Lanka,771
1998-12,Arjuna Ranatunga,Sri Lanka,713
1998-12,Brian Lara,West Indies,886
1998-12,Carl Hooper,West Indies,728
1998-12,Gary Kirsten,South Africa,747
1998-12,Hansie Cronje,South Africa,771
1998-12,Jacques Kallis,South Africa,729
1998-12,Mark Waugh,Australia,753
1998-12,Michael Bevan,Australia,876
1998-12,Nathan Astle,New Zealand,723
1998-12,Nick Knight,England,724
1998-12,Ricky Ponting,Australia,763
1998-12,Sachin Tendulkar,India,887
1998-12,Saeed Anwar,Pakistan,742
1998-12,Sanath Jayasuriya,Sri Lanka,716
1999-01,Aravinda De Silva,Sri Lanka,771
1999-01,Arjuna Ranatunga,Sri Lanka,713
1999-01,Brian Lara,West Indies,886
1999-01,Carl Hooper,West Indies,728
1999-01,Gary Kirsten,South Africa,747
1999-01,Hansie Cronje,South Africa,771
1999-01,Jacques Kallis,South Africa,729
1999-01,Mark Waugh,Australia,753
1999-01,Michael Bevan,Australia,876
1999-01,Nathan Astle,New Zealand,723
1999-01,Nick Knight,England,724
1999-01,Ricky Ponting,Australia,763
1999-01,Sachin Tendulkar,India,887
1999-01,Saeed Anwar,Pakistan,742
1999-01,Sanath Jayasuriya,Sri Lanka,716
1999-02,Adam Gilchrist,Australia,717
1999-02,Aravinda De Silva,Sri Lanka,732
1999-02,Brian Lara,West Indies,861
1999-02,Carl Hooper,West Indies,765
1999-02,Gary Kirsten,South Africa,716
1999-02,Graeme Hick,England,778
1999-02,Hansie Cronje,South Africa,789
1999-02,Mark Waugh,Australia,809
1999-02,Michael Bevan,Australia,882
1999-02,Nick Knight,England,746
1999-02,Ricky Ponting,Australia,757
1999-02,Sachin Tendulkar,India,863
1999-02,Saeed Anwar,Pakistan,742
1999-02,Sanath Jayasuriya,Sri Lanka,711
1999-02,Shivnarine Chanderpaul,West Indies,743
1999-03,Adam Gilchrist,Australia,780
1999-03,Aravinda De Silva,Sri Lanka,738
1999-03,Brian Lara,West Indies,842
1999-03,Carl Hooper,West Indies,735
1999-03,Graeme Hick,England,737
1999-03,Hansie Cronje,South Africa,787
1999-03,Jacques Kallis,South Africa,734
1999-03,Mark Waugh,Australia,791
1999-03,Michael Bevan,Australia,879
1999-03,Nathan Astle,New Zealand,768
1999-03,Nick Knight,England,732
1999-03,Ricky Ponting,Australia,758
1999-03,Sachin Tendulkar,India,863
1999-03,Saeed Anwar,Pakistan,742
1999-03,Shivnarine Chanderpaul,West Indies,722
1999-04,Adam Gilchrist,Australia,780
1999-04,Aravinda De Silva,Sri Lanka,737
1999-04,Brian Lara,West Indies,842
1999-04,Carl Hooper,West Indies,735
1999-04,Graeme Hick,England,737
1999-04,Hansie Cronje,South Africa,778
1999-04,Jacques Kallis,South Africa,748
1999-04,Mark Waugh,Australia,791
1999-04,Michael Bevan,Australia,879
1999-04,Nathan Astle,New Zealand,745
1999-04,Nick Knight,England,732
1999-04,Ricky Ponting,Australia,758
1999-04,Sachin Tendulkar,India,846
1999-04,Saeed Anwar,Pakistan,767
1999-04,Sourav Ganguly,India,737
1999-05,Adam Gilchrist,Australia,759
1999-05,Aravinda De Silva,Sri Lanka,737
1999-05,Brian Lara,West Indies,805
1999-05,Graeme Hick,England,729
1999-05,Graham Thorpe,England,706
1999-05,Hansie Cronje,South Africa,778
1999-05,Jacques Kallis,South Africa,748
1999-05,Lance Klusener,South Africa,731
1999-05,Mark Waugh,Australia,770
1999-05,Michael Bevan,Australia,880
1999-05,Nathan Astle,New Zealand,745
1999-05,Nick Knight,England,727
1999-05,Sachin Tendulkar,India,820
1999-05,Saeed Anwar,Pakistan,735
1999-05,Sourav Ganguly,India,707
1999-06,Adam Gilchrist,Australia,721
1999-06,Brian Lara,West Indies,794
1999-06,Graeme Hick,England,724
1999-06,Graham Thorpe,England,718
1999-06,Hansie Cronje,South Africa,744
1999-06,Inzamam-ul-Haq,Pakistan,705
1999-06,Jacques Kallis,South Africa,736
1999-06,Lance Klusener,South Africa,797
1999-06,Mark Waugh,Australia,748
1999-06,Michael Bevan,Australia,881
1999-06,Nick Knight,England,709
1999-06,Ricky Ponting,Australia,714
1999-06,Sachin Tendulkar,India,809
1999-06,Shivnarine Chanderpaul,West Indies,719
1999-06,Sourav Ganguly,India,768
1999-07,Adam Gilchrist,Australia,714
1999-07,Brian Lara,West Indies,794
1999-07,Graeme Hick,England,724
1999-07,Graham Thorpe,England,718
1999-07,Hansie Cronje,South Africa,717
1999-07,Jacques Kallis,South Africa,771
1999-07,Lance Klusener,South Africa,808
1999-07,Mark Waugh,Australia,764
1999-07,Michael Bevan,Australia,882
1999-07,Nick Knight,England,709
1999-07,Ricky Ponting,Australia,726
1999-07,Sachin Tendulkar,India,798
1999-07,Saeed Anwar,Pakistan,742
1999-07,Shivnarine Chanderpaul,West Indies,719
1999-07,Sourav Ganguly,India,747
1999-08,Adam Gilchrist,Australia,714
1999-08,Brian Lara,West Indies,794
1999-08,Graeme Hick,England,724
1999-08,Graham Thorpe,England,718
1999-08,Hansie Cronje,South Africa,717
1999-08,Jacques Kallis,South Africa,771
1999-08,Lance Klusener,South Africa,808
1999-08,Mark Waugh,Australia,764
1999-08,Michael Bevan,Australia,882
1999-08,Nick Knight,England,709
1999-08,Ricky Ponting,Australia,726
1999-08,Sachin Tendulkar,India,798
1999-08,Saeed Anwar,Pakistan,742
1999-08,Shivnarine Chanderpaul,West Indies,719
1999-08,Sourav Ganguly,India,747
1999-09,Adam Gilchrist,Australia,747
1999-09,Brian Lara,West Indies,794
1999-09,Graeme Hick,England,724
1999-09,Graham Thorpe,England,718
1999-09,Hansie Cronje,South Africa,717
1999-09,Jacques Kallis,South Africa,771
1999-09,Lance Klusener,South Africa,808
1999-09,Mark Waugh,Australia,761
1999-09,Michael Bevan,Australia,859
1999-09,Nick Knight,England,709
1999-09,Ricky Ponting,Australia,704
1999-09,Sachin Tendulkar,India,800
1999-09,Saeed Anwar,Pakistan,742
1999-09,Shivnarine Chanderpaul,West Indies,719
1999-09,Sourav Ganguly,India,731
1999-10,Adam Gilchrist,Australia,747
1999-10,Brian Lara,West Indies,765
1999-10,Graeme Hick,England,724
1999-10,Graham Thorpe,England,718
1999-10,Hansie Cronje,South Africa,699
1999-10,Inzamam-ul-Haq,Pakistan,682
1999-10,Jacques Kallis,South Africa,760
1999-10,Lance Klusener,South Africa,816
1999-10,Mark Waugh,Australia,761
1999-10,Michael Bevan,Australia,859
1999-10,Nick Knight,England,709
1999-10,Ricky Ponting,Australia,704
1999-10,Sachin Tendulkar,India,770
1999-10,Saeed Anwar,Pakistan,744
1999-10,Sourav Ganguly,India,747
1999-11,Adam Gilchrist,Australia,724
1999-11,Brian Lara,West Indies,740
1999-11,Graeme Hick,England,724
1999-11,Graham Thorpe,England,718
1999-11,Hansie Cronje,South Africa,704
1999-11,Inzamam-ul-Haq,Pakistan,721
1999-11,Jacques Kallis,South Africa,748
1999-11,Lance Klusener,South Africa,803
1999-11,Mark Waugh,Australia,782
1999-11,Michael Bevan,Australia,859
1999-11,Nick Knight,England,709
1999-11,Ricky Ponting,Australia,734
1999-11,Sachin Tendulkar,India,767
1999-11,Saeed Anwar,Pakistan,752
1999-11,Sourav Ganguly,India,737
1999-12,Adam Gilchrist,Australia,724
1999-12,Brian Lara,West Indies,740
1999-12,Graeme Hick,England,724
1999-12,Graham Thorpe,England,718
1999-12,Hansie Cronje,South Africa,704
1999-12,Inzamam-ul-Haq,Pakistan,721
1999-12,Jacques Kallis,South Africa,748
1999-12,Lance Klusener,South Africa,803
1999-12,Mark Waugh,Australia,782
1999-12,Michael Bevan,Australia,859
1999-12,Nick Knight,England,709
1999-12,Ricky Ponting,Australia,734
1999-12,Sachin Tendulkar,India,762
1999-12,Saeed Anwar,Pakistan,752
1999-12,Sourav Ganguly,India,780
2000-01,Adam Gilchrist,Australia,724
2000-01,Brian Lara,West Indies,740
2000-01,Graeme Hick,England,724
2000-01,Graham Thorpe,England,718
2000-01,Hansie Cronje,South Africa,704
2000-01,Inzamam-ul-Haq,Pakistan,721
2000-01,Jacques Kallis,South Africa,748
2000-01,Lance Klusener,South Africa,803
2000-01,Mark Waugh,Australia,782
2000-01,Michael Bevan,Australia,859
2000-01,Nick Knight,England,709
2000-01,Ricky Ponting,Australia,734
2000-01,Sachin Tendulkar,India,762
2000-01,Saeed Anwar,Pakistan,752
2000-01,Sourav Ganguly,India,780
2000-02,Adam Gilchrist,Australia,714
2000-02,Brian Lara,West Indies,725
2000-02,Graeme Hick,England,697
2000-02,Graham Thorpe,England,704
2000-02,Hansie Cronje,South Africa,711
2000-02,Jacques Kallis,South Africa,745
2000-02,Lance Klusener,South Africa,807
2000-02,Mark Waugh,Australia,760
2000-02,Michael Bevan,Australia,873
2000-02,Nathan Astle,New Zealand,737
2000-02,Nick Knight,England,742
2000-02,Ricky Ponting,Australia,744
2000-02,Sachin Tendulkar,India,737
2000-02,Saeed Anwar,Pakistan,727
2000-02,Sourav Ganguly,India,810
2000-03,Adam Gilchrist,Australia,737
2000-03,Brian Lara,West Indies,725
2000-03,Graeme Hick,England,712
2000-03,Hansie Cronje,South Africa,703
2000-03,Jacques Kallis,South Africa,765
2000-03,Lance Klusener,South Africa,799
2000-03,Mark Waugh,Australia,752
2000-03,Michael Bevan,Australia,870
2000-03,Nathan Astle,New Zealand,772
2000-03,Neil Johnson,Zimbabwe,733
2000-03,Nick Knight,England,709
2000-03,Ricky Ponting,Australia,756
2000-03,Sachin Tendulkar,India,737
2000-03,Saeed Anwar,Pakistan,704
2000-03,Sourav Ganguly,India,810
2000-04,Adam Gilchrist,Australia,731
2000-04,Brian Lara,West Indies,721
2000-04,Graeme Hick,England,712
2000-04,Jacques Kallis,South Africa,755
2000-04,Lance Klusener,South Africa,723
2000-04,Mark Waugh,Australia,741
2000-04,Michael Bevan,Australia,858
2000-04,Mohammad Yousuf,Pakistan,688
2000-04,Nathan Astle,New Zealand,764
2000-04,Neil Johnson,Zimbabwe,721
2000-04,Nick Knight,England,709
2000-04,Ricky Ponting,Australia,752
2000-04,Sachin Tendulkar,India,731
2000-04,Saeed Anwar,Pakistan,687
2000-04,Sourav Ganguly,India,811
2000-05,Adam Gilchrist,Australia,726
2000-05,Brian Lara,West Indies,700
2000-05,Graeme Hick,England,712
2000-05,Graham Thorpe,England,686
2000-05,Inzamam-ul-Haq,Pakistan,701
2000-05,Jacques Kallis,South Africa,754
2000-05,Lance Klusener,South Africa,750
2000-05,Mark Waugh,Australia,708
2000-05,Michael Bevan,Australia,854
2000-05,Nathan Astle,New Zealand,764
2000-05,Neil Johnson,Zimbabwe,715
2000-05,Nick Knight,England,709
2000-05,Ricky Ponting,Australia,741
2000-05,Sachin Tendulkar,India,731
2000-05,Sourav Ganguly,India,811
2000-06,Adam Gilchrist,Australia,726
2000-06,Brian Lara,West Indies,700
2000-06,Graeme Hick,England,712
2000-06,Graham Thorpe,England,686
2000-06,Inzamam-ul-Haq,Pakistan,701
2000-06,Jacques Kallis,South Africa,754
2000-06,Lance Klusener,South Africa,750
2000-06,Mark Waugh,Australia,708
2000-06,Michael Bevan,Australia,854
2000-06,Nathan Astle,New Zealand,764
2000-06,Neil Johnson,Zimbabwe,715
2000-06,Nick Knight,England,709
2000-06,Ricky Ponting,Australia,741
2000-06,Sachin Tendulkar,India,751
2000-06,Sourav Ganguly,India,810
2000-07,Adam Gilchrist,Australia,726
2000-07,Brian Lara,West Indies,700
2000-07,Graeme Hick,England,712
2000-07,Graham Thorpe,England,686
2000-07,Inzamam-ul-Haq,Pakistan,714
2000-07,Jacques Kallis,South Africa,754
2000-07,Lance Klusener,South Africa,750
2000-07,Mark Waugh,Australia,708
2000-07,Michael Bevan,Australia,854
2000-07,Nathan Astle,New Zealand,764
2000-07,Neil Johnson,Zimbabwe,715
2000-07,Nick Knight,England,709
2000-07,Ricky Ponting,Australia,741
2000-07,Sachin Tendulkar,India,746
2000-07,Sourav Ganguly,India,801
2000-08,Adam Gilchrist,Australia,726
2000-08,Brian Lara,West Indies,714
2000-08,Gary Kirsten,South Africa,698
2000-08,Graeme Hick,England,689
2000-08,Inzamam-ul-Haq,Pakistan,715
2000-08,Jacques Kallis,South Africa,761
2000-08,Lance Klusener,South Africa,723
2000-08,Mark Waugh,Australia,708
2000-08,Michael Bevan,Australia,854
2000-08,Nathan Astle,New Zealand,764
2000-08,Neil Johnson,Zimbabwe,714
2000-08,Nick Knight,England,685
2000-08,Ricky Ponting,Australia,741
2000-08,Sachin Tendulkar,India,746
2000-08,Sourav Ganguly,India,801
2000-09,Adam Gilchrist,Australia,733
2000-09,Brian Lara,West Indies,714
2000-09,Gary Kirsten,South Africa,727
2000-09,Graeme Hick,England,689
2000-09,Inzamam-ul-Haq,Pakistan,704
2000-09,Jacques Kallis,South Africa,714
2000-09,Lance Klusener,South Africa,712
2000-09,Mark Waugh,Australia,696
2000-09,Marvan Atapattu,Sri Lanka,675
2000-09,Michael Bevan,Australia,858
2000-09,Nathan Astle,New Zealand,741
2000-09,Nick Knight,England,685
2000-09,Ricky Ponting,Australia,722
2000-09,Sachin Tendulkar,India,746
2000-09,Sourav Ganguly,India,801
2000-10,Adam Gilchrist,Australia,733
2000-10,Brian Lara,West Indies,714
2000-10,Gary Kirsten,South Africa,727
2000-10,Graeme Hick,England,689
2000-10,Inzamam-ul-Haq,Pakistan,704
2000-10,Jacques Kallis,South Africa,714
2000-10,Lance Klusener,South Africa,712
2000-10,Mark Waugh,Australia,696
2000-10,Michael Bevan,Australia,858
2000-10,Nathan Astle,New Zealand,717
2000-10,Nick Knight,England,685
2000-10,Ricky Ponting,Australia,722
2000-10,Roger Twose,New Zealand,697
2000-10,Sachin Tendulkar,India,746
2000-10,Sourav Ganguly,India,801
2000-11,Adam Gilchrist,Australia,733
2000-11,Brian Lara,West Indies,704
2000-11,Gary Kirsten,South Africa,740
2000-11,Graeme Hick,England,693
2000-11,Inzamam-ul-Haq,Pakistan,720
2000-11,Jacques Kallis,South Africa,757
2000-11,Lance Klusener,South Africa,709
2000-11,Michael Bevan,Australia,855
2000-11,Nathan Astle,New Zealand,697
2000-11,Ricky Ponting,Australia,723
2000-11,Roger Twose,New Zealand,759
2000-11,Sachin Tendulkar,India,750
2000-11,Saeed Anwar,Pakistan,697
2000-11,Sanath Jayasuriya,Sri Lanka,764
2000-11,Sourav Ganguly,India,812
2000-12,Adam Gilchrist,Australia,733
2000-12,Brian Lara,West Indies,704
2000-12,Gary Kirsten,South Africa,733
2000-12,Graeme Hick,England,693
2000-12,Inzamam-ul-Haq,Pakistan,720
2000-12,Jacques Kallis,South Africa,744
2000-12,Lance Klusener,South Africa,724
2000-12,Michael Bevan,Australia,855
2000-12,Nathan Astle,New Zealand,687
2000-12,Ricky Ponting,Australia,723
2000-12,Roger Twose,New Zealand,790
2000-12,Sachin Tendulkar,India,750
2000-12,Saeed Anwar,Pakistan,697
2000-12,Sanath Jayasuriya,Sri Lanka,764
2000-12,Sourav Ganguly,India,812
2001-01,Adam Gilchrist,Australia,733
2001-01,Brian Lara,West Indies,704
2001-01,Gary Kirsten,South Africa,736
2001-01,Graeme Hick,England,693
2001-01,Inzamam-ul-Haq,Pakistan,720
2001-01,Jacques Kallis,South Africa,731
2001-01,Lance Klusener,South Africa,720
2001-01,Michael Bevan,Australia,855
2001-01,Nathan Astle,New Zealand,687
2001-01,Ricky Ponting,Australia,723
2001-01,Roger Twose,New Zealand,790
2001-01,Sachin Tendulkar,India,766
2001-01,Saeed Anwar,Pakistan,697
2001-01,Sanath Jayasuriya,Sri Lanka,741
2001-01,Sourav Ganguly,India,829
2001-02,Adam Gilchrist,Australia,743
2001-02,Brian Lara,West Indies,712
2001-02,Gary Kirsten,South Africa,721
2001-02,Inzamam-ul-Haq,Pakistan,720
2001-02,Jacques Kallis,South Africa,771
2001-02,Lance Klusener,South Africa,701
2001-02,Mark Waugh,Australia,725
2001-02,Michael Bevan,Australia,848
2001-02,Ricky Ponting,Australia,739
2001-02,Roger Twose,New Zealand,774
2001-02,Russel Arnold,Sri Lanka,729
2001-02,Sachin Tendulkar,India,766
2001-02,Saeed Anwar,Pakistan,697
2001-02,Sanath Jayasuriya,Sri Lanka,722
2001-02,Sourav Ganguly,India,829
2001-03,Adam Gilchrist,Australia,729
2001-03,Brian Lara,West Indies,735
2001-03,Gary Kirsten,South Africa,721
2001-03,Inzamam-ul-Haq,Pakistan,697
2001-03,Jacques Kallis,South Africa,771
2001-03,Lance Klusener,South Africa,701
2001-03,Mark Waugh,Australia,755
2001-03,Michael Bevan,Australia,840
2001-03,Nathan Astle,New Zealand,702
2001-03,Ricky Ponting,Australia,738
2001-03,Roger Twose,New Zealand,703
2001-03,Russel Arnold,Sri Lanka,755
2001-03,Sachin Tendulkar,India,766
2001-03,Sanath Jayasuriya,Sri Lanka,740
2001-03,Sourav Ganguly,India,829
2001-04,Adam Gilchrist,Australia,731
2001-04,Brian Lara,West Indies,735
2001-04,Gary Kirsten,South Africa,721
2001-04,Inzamam-ul-Haq,Pakistan,697
2001-04,Jacques Kallis,South Africa,771
2001-04,Lance Klusener,South Africa,701
2001-04,Mark Waugh,Australia,769
2001-04,Marvan Atapattu,Sri Lanka,715
2001-04,Michael Bevan,Australia,831
2001-04,Nathan Astle,New Zealand,702
2001-04,Ricky Ponting,Australia,717
2001-04,Russel Arnold,Sri Lanka,750
2001-04,Sachin Tendulkar,India,805
2001-04,Sanath Jayasuriya,Sri Lanka,741
2001-04,Sourav Ganguly,India,799
2001-05,Adam Gilchrist,Australia,736
2001-05,Brian Lara,West Indies,746
2001-05,Gary Kirsten,South Africa,721
2001-05,Inzamam-ul-Haq,Pakistan,744
2001-05,Jacques Kallis,South Africa,765
2001-05,Lance Klusener,South Africa,689
2001-05,Mark Waugh,Australia,761
2001-05,Marvan Atapattu,Sri Lanka,702
2001-05,Michael Bevan,Australia,845
2001-05,Nathan Astle,New Zealand,688
2001-05,Ricky Ponting,Australia,723
2001-05,Sachin Tendulkar,India,806
2001-05,Saeed Anwar,Pakistan,737
2001-05,Sanath Jayasuriya,Sri Lanka,756
2001-05,Sourav Ganguly,India,798
2001-06,Adam Gilchrist,Australia,736
2001-06,Brian Lara,West Indies,761
2001-06,Gary Kirsten,South Africa,705
2001-06,Inzamam-ul-Haq,Pakistan,744
2001-06,Jacques Kallis,South Africa,787
2001-06,Mark Waugh,Australia,761
2001-06,Marvan Atapattu,Sri Lanka,702
2001-06,Michael Bevan,Australia,845
2001-06,Nathan Astle,New Zealand,688
2001-06,Ricky Ponting,Australia,723
2001-06,Russel Arnold,Sri Lanka,683
2001-06,Sachin Tendulkar,India,806
2001-06,Saeed Anwar,Pakistan,737
2001-06,Sanath Jayasuriya,Sri Lanka,756
2001-06,Sourav Ganguly,India,798
2001-07,Adam Gilchrist,Australia,767
2001-07,Brian Lara,West Indies,750
2001-07,Gary Kirsten,South Africa,705
2001-07,Inzamam-ul-Haq,Pakistan,735
